,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
7923,Sun Feb 12 15:24:23 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/1hCVZTfYNC https://t.co/agp0jNmE1S,,,"Hollywood, CA",Alesia Ostberg,Alesia_Ostberg,0,Positivo,,,,,,,,,,,,,,,,
7924,Sat Feb 11 22:10:25 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/cHBPZStDJX https://t.co/0Tz62szOy0,,,Everywhere,Ginny Fredley,Ginny_Fredley,0,Positivo,,,,,,,,,,,,,,,,
7925,Sat Feb 11 21:02:10 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/dAESVXaS3J https://t.co/FLxvGgGDAk,,,"Hollywood, CA",Karyl Mckines,Karyl_Mckines,0,Positivo,,,,,,,,,,,,,,,,
7926,Fri Feb 10 05:58:17 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/dZLkQ02AOU https://t.co/bHQsaITu9O,,,"California,",Timothy Blenman,Timothy_Blenman,0,Positivo,,,,,,,,,,,,,,,,
7927,Fri Feb 10 00:23:12 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/EXhPuxNwQU https://t.co/IlgreJIAFP,,,NYC,Elnora Kiewiet,Elnora_Kiewiet,0,Positivo,,,,,,,,,,,,,,,,
7928,Sat Feb 11 10:42:18 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/fNMuPRqn9J https://t.co/qlBPSn4MJw,,,"Seattle, WA",Lurline Lodeiro,Lurline_Lodeiro,0,Positivo,,,,,,,,,,,,,,,,
7929,Wed Feb 08 04:08:22 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/IQfnoxnARK https://t.co/pN1mvpeCod,,,United States,Kira Zavodny,Kira_Zavodny,0,Positivo,,,,,,,,,,,,,,,,
7930,Thu Feb 09 22:56:07 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/kGU04a3Uli https://t.co/jMBNAKuKWS,,,WorldWide,Treasure Videos 24/7,pornsitespot,0,Positivo,,,,,,,,,,,,,,,,
7931,Sun Feb 12 05:34:11 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/MM6ISdPT5l https://t.co/obF6nvFYJO,,,Red Hour Films - Los Angeles,Beula Huling,Beula_Huling,0,Positivo,,,,,,,,,,,,,,,,
7932,Sun Feb 12 10:29:23 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/qBwcvxK49H https://t.co/nTZzaerM4B,,,"Hollywood, CA",Wendie Rower,Wendie_Rower,0,Positivo,,,,,,,,,,,,,,,,
7933,Thu Feb 09 11:36:33 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/qBwcvxK49H https://t.co/WROxgwfosJ,,,"Hollywood, CA",Wendie Rower,Wendie_Rower,0,Positivo,,,,,,,,,,,,,,,,
7934,Sun Feb 12 03:12:41 +0000 2017,Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/QCbaUfFQLR https://t.co/aXY56JvNw4,,,WorldWide,Lestat Videos,RunytOfficial,0,Positivo,,,,,,,,,,,,,,,,
7935,Tue Feb 07 12:48:15 +0000 2017,Homem é preso com drogas durante operação em Pará de Minas https://t.co/3KkBhBz9QJ,,,Brasil - MG - Divinópolis,Sistema MPA,sistemampa,0,Positivo,,,,,,,,,,,,,,,,
7936,Tue Feb 07 15:17:51 +0000 2017,Homem é preso e confessa roubo a farmácia em Montes Claros https://t.co/ks8ZPnviJz https://t.co/dl2vUzvTZT,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,,,,,,,,,,,,,,,
7937,Tue Feb 07 15:00:23 +0000 2017,Homem é preso e confessa roubo a farmácia em Montes Claros https://t.co/nXDoz6LuBR,,,,G1 Grande Minas,G1GrandeMinas,0,Positivo,,,,,,,,,,,,,,,,
7938,Tue Feb 07 15:13:26 +0000 2017,Homem é preso e confessa roubo a farmácia em Montes Claros https://t.co/tMkdZ7DtjK,,,,Jefferson,jeffersonns3,0,Positivo,,,,,,,,,,,,,,,,
7939,Fri Feb 10 23:20:44 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/5y7Ubjtsjb,,,,Eellen Bittencurt,EllenBittenc,0,Positivo,,,,,,,,,,,,,,,,
7940,Fri Feb 10 22:53:18 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/DkyFcdPe3R,,,,johnny de souza,johnnygost,0,Positivo,,,,,,,,,,,,,,,,
7941,Fri Feb 10 22:53:41 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/ixaFOCFDFN,,,,Marcelo #TimBeta,marceloocoura,0,Positivo,,,,,,,,,,,,,,,,
7942,Fri Feb 10 23:02:34 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/NOMwohFr2A,,,,Vinicius paulo,timbetanovo122,0,Positivo,,,,,,,,,,,,,,,,
7943,Fri Feb 10 22:53:15 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/SnB1AkEUef,,,,Marcelo #TimBeta,marceloocoura,0,Positivo,,,,,,,,,,,,,,,,
7944,Fri Feb 10 22:34:15 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/UnsAEEQstM,,,,G1 Grande Minas,G1GrandeMinas,0,Positivo,,,,,,,,,,,,,,,,
7945,Tue Feb 07 23:12:45 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/7BtjY3EQcs https://t.co/VsNKnPmx8E",,,"San Diego, CA",Petrina Forshey,Petrina_Forshey,0,Positivo,,,,,,,,,,,,,,,,
7946,Sun Feb 12 16:24:21 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/DmawJGiQsu https://t.co/pYxMno1Qxe",,,"New York, USA",Awilda Cobern,Awilda_Cobern,0,Positivo,,,,,,,,,,,,,,,,
7947,Sun Feb 12 01:58:18 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/FliL5sldFr https://t.co/jjNoylaG80",,,Weeknights,Lise Trefry,Lise_Trefry,0,Positivo,,,,,,,,,,,,,,,,
7948,Wed Feb 08 09:30:49 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/hQSSYgAUcP https://t.co/j8RPca4Ydg",,,"Seattle, WA",Lurline Lodeiro,Lurline_Lodeiro,0,Positivo,,,,,,,,,,,,,,,,
7949,Fri Feb 10 03:40:29 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/nW3AoSJrZj https://t.co/xvnzHm522X",,,Weeknights,Melba Tyrie,Melba_Tyrie,0,Positivo,,,,,,,,,,,,,,,,
7950,Thu Feb 09 06:46:19 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/q76d1PZFxv https://t.co/m6zE6HVGJA",,,"Los Angeles, CA 90012",Keshia Pesina,Keshia_Pesina,0,Positivo,,,,,,,,,,,,,,,,
7951,Wed Feb 08 01:40:14 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/r5aMNUDPcu https://t.co/3DpzXQ9FDB",,,"Hollywood, CA",Alesia Ostberg,Alesia_Ostberg,0,Positivo,,,,,,,,,,,,,,,,
7952,Sun Feb 12 12:47:06 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/SL0R3WUPc2 https://t.co/YOJEGVomGP",,,New York City,Mazie Ebinger,Mazie_Ebinger,0,Positivo,,,,,,,,,,,,,,,,
7953,Wed Feb 08 15:51:19 +0000 2017,"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/UdRJ1YzlWI",,,New York City,George Krohn,George_Krohn,0,Positivo,,,,,,,,,,,,,,,,
7954,Tue Feb 07 23:13:47 +0000 2017,"JEQUITINHONHA Operação prende criminosos, e apreende drogas e armas em Medina, MG https://t.co/fB3gINo91U",,,BH MG,Blog da Renata MG,blogdarenatabh,0,Positivo,,,,,,,,,,,,,,,,
7955,Sat Feb 11 09:49:11 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/3ycejsK0yB https://t.co/RrIeOwDV4z,,,"Hollywood, CA",Wendie Rower,Wendie_Rower,0,Positivo,,,,,,,,,,,,,,,,
7956,Sat Feb 11 02:41:08 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/l5GxklN9yN https://t.co/1uwo6fdUL1,,,WorldWide,Treasure Videos 24/7,pornsitespot,0,Positivo,,,,,,,,,,,,,,,,
7957,Thu Feb 09 10:30:27 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/On26Ex1Aqc https://t.co/q7OCD84F3g,,,Wordwide,Temudi Videos,lovepornsites,0,Positivo,,,,,,,,,,,,,,,,
7958,Tue Feb 07 15:05:48 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/sEyS7wAXdk https://t.co/8HeNbn3QfS,,,Weeknights,Melba Tyrie,Melba_Tyrie,0,Positivo,,,,,,,,,,,,,,,,
7959,Tue Feb 07 15:02:27 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/SQ1YG0lyXn https://t.co/ZUyjFMh6jo,,,"Seattle, WA",Ressie Gusky,Ressie_Gusky,0,Positivo,,,,,,,,,,,,,,,,
7960,Thu Feb 09 03:16:09 +0000 2017,Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/SudZn4eHAK https://t.co/WvPUCPFJIR,,,"Hollywood, CA",Mireya Cova,Mireya_Cova,0,Positivo,,,,,,,,,,,,,,,,
7961,Thu Feb 09 14:54:44 +0000 2017,Menor de idade é apreendido pela Polícia Militar por tráfico de drogas em Ouro Preto-MG https://t.co/fsn6cDmVBx,,,Ouro Preto - MG Brasil,jornalvozativa.com,jornalvozativa,0,Positivo,,,,,,,,,,,,,,,,
7962,Thu Feb 09 14:54:34 +0000 2017,Menor de idade é apreendido pela Polícia Militar por tráfico de drogas em Ouro Preto-MG https://t.co/Uo9ngRQ1yw,,,Ouro Preto - MG Brasil,jornalvozativa.com,jornalvozativa,1,Positivo,,,,,,,,,,,,,,,,
7963,Thu Feb 09 10:40:25 +0000 2017,"Mulher é presa por tráfico de Drogas em operação da Policia Civil em Muriaé, MG... https://t.co/jeKR58OrIj",,,,Minas Hoje,MinasHoje,0,Positivo,,,,,,,,,,,,,,,,
7964,Tue Feb 07 16:23:11 +0000 2017,"New post: ""Adolescente é preso com armas e drogas em Tumiritinga"" https://t.co/VpKdnMDpgQ",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7965,Fri Feb 10 12:11:10 +0000 2017,"New post: ""Cães encontram drogas escondidas em tijolo e britas, em Montes Claros"" https://t.co/ZG4Ri0rlaW",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7966,Wed Feb 08 11:06:29 +0000 2017,"New post: ""Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá"" https://t.co/jnQQFjBQxi",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7967,Sun Feb 12 15:16:30 +0000 2017,"New post: ""Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG"" https://t.co/yy5uNx8jY0",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7968,Tue Feb 07 15:08:06 +0000 2017,"New post: ""Homem é preso e confessa roubo a farmácia em Montes Claros"" https://t.co/uSfPTr2TCx",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7969,Fri Feb 10 23:01:24 +0000 2017,"New post: ""Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo"" https://t.co/K6dsnBjLTr",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7970,Thu Feb 09 16:41:37 +0000 2017,"New post: ""Operação da PM prende sete pessoas por tráfico de drogas em Mantena"" https://t.co/wsla8BoXki",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7971,Wed Feb 08 10:36:16 +0000 2017,"New post: ""PM apreende maconha e celular em presídio de Coronel Fabriciano"" https://t.co/vosj4DuAUm",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7972,Sat Feb 11 10:41:18 +0000 2017,"New post: ""Polícia apreende drogas em Montes Claros e um homem é preso"" https://t.co/vWHMr2GAHV",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7973,Thu Feb 09 15:26:14 +0000 2017,"New post: ""Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios"" https://t.co/xwGchYWW2O",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7974,Fri Feb 10 12:21:17 +0000 2017,"New post: ""Suspeitos de roubo batem moto em viatura da PM em Patos de Minas"" https://t.co/6p34wtnfRh",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7975,Sat Feb 11 15:51:14 +0000 2017,"New post: ""Três adolescentes são apreendidos por tráfico de drogas em Ipatinga"" https://t.co/kdEixqMCiu",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7976,Tue Feb 07 08:58:05 +0000 2017,"New post: ""Três homens são presos por suspeita de roubo de cargas em Santa Luzia"" https://t.co/pUQZTKwgSW",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7977,Thu Feb 09 11:56:21 +0000 2017,"New post: ""Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia"" https://t.co/mkOSJirIM0",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
7978,Wed Feb 08 14:55:17 +0000 2017,Norte de Minas - PM apreende drogas e dinheiro com homem em Januária - https://t.co/4ZMCsEDoSm https://t.co/ciw9g40gRE,,,Montes Claros - Brasil,Jornal Montes Claros,jornalmoc,0,Positivo,,,,,,,,,,,,,,,,
7979,Wed Feb 08 22:01:45 +0000 2017,"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/dNMwM52KSF https://t.co/884eR3MYLM",,,"San Diego, CA",Madge Losa,Madge_Losa,0,Positivo,,,,,,,,,,,,,,,,
7980,Sat Feb 11 19:29:23 +0000 2017,"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/iH74x1kK7h https://t.co/IMw4ZOPxZL",,,"New York, USA",Awilda Cobern,Awilda_Cobern,0,Positivo,,,,,,,,,,,,,,,,
7981,Thu Feb 09 19:15:48 +0000 2017,"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/jzkrkcBAT4 https://t.co/UL4o8wpAfH",,,On the MY WORLD TOUR!!!,Teofila Rehmer,Teofila_Rehmer,0,Positivo,,,,,,,,,,,,,,,,
7982,Sat Feb 11 06:35:21 +0000 2017,"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/Yj0qKPRPgt https://t.co/02jbfmpVN7",,,WorldWide,Lestat Videos,RunytOfficial,0,Positivo,,,,,,,,,,,,,,,,
7983,Thu Feb 09 18:35:34 +0000 2017,"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/Yj0qKPRPgt https://t.co/sf5jiS09JR",,,WorldWide,Lestat Videos,RunytOfficial,0,Positivo,,,,,,,,,,,,,,,,
7984,Thu Feb 09 16:36:26 +0000 2017,Operação da PM prende sete pessoas por tráfico de drogas em Mantena https://t.co/8hlKB2Soyw,,,Guarulhos - SP,Leonardo Nascimento,leonardogru,0,Positivo,,,,,,,,,,,,,,,,
7985,Thu Feb 09 16:14:15 +0000 2017,Operação da PM prende sete pessoas por tráfico de drogas em Mantena https://t.co/OtAe3i2YHl,,,,G1 Vales de Minas,g1valesdeMinas,0,Positivo,,,,,,,,,,,,,,,,
7986,Tue Feb 07 18:22:00 +0000 2017,"Operação prende criminosos, e apreende drogas e armas #Medina, MG https://t.co/mDO95WwAXD #valedojequitinhonha",,,Almenara,Daniel Fernandes,radardovaleMG,0,Positivo,,,,,,,,,,,,,,,,
7987,Tue Feb 07 16:02:49 +0000 2017,"os cara saiu daqui d minas p aproveitar a onda insegurança lá no es e foram preso , pqp viu kk",,,Complexo do G.A ,TH ❕,_vulgoth,0,Positivo,,,,,,,,,,,,,,,,
7988,Sat Feb 11 21:27:13 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/4HUa5elsSI https://t.co/2Bdt7pgZhE",,,On the MY WORLD TOUR!!!,Brook Talent,Brook_Talent,0,Positivo,,,,,,,,,,,,,,,,
7989,Wed Feb 08 18:12:19 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/hQUIhFNVoS https://t.co/Z4SDRskqWN",,,NYC,Elnora Kiewiet,Elnora_Kiewiet,0,Positivo,,,,,,,,,,,,,,,,
7990,Tue Feb 07 08:11:13 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/JdPgnJs3oB https://t.co/VPTf7GGYf2",,,WorldWide,Treasure Videos 24/7,pornsitespot,0,Positivo,,,,,,,,,,,,,,,,
7991,Tue Feb 07 11:49:06 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/lH74L4TmH2 https://t.co/yhN92Vqa9J",,,Weeknights,Lise Trefry,Lise_Trefry,0,Positivo,,,,,,,,,,,,,,,,
7992,Sun Feb 12 19:41:13 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/nMOutaIOGR https://t.co/0qzeN7ZKJh",,,WorldWide,The Runyt Movies,AZpornsites,0,Positivo,,,,,,,,,,,,,,,,
7993,Tue Feb 07 03:01:38 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/TZFBNpzLEz https://t.co/jIe2XjI1t7",,,"Hollywood, CA",Mireya Cova,Mireya_Cova,0,Positivo,,,,,,,,,,,,,,,,
7994,Sat Feb 11 13:57:06 +0000 2017,"Perigoso traficante é preso em Ipaba, MG https://t.co/Y9QE0prinQ https://t.co/Lz8iT0HtqY",,,"Los Angeles, ca",Lovella Sorgi,Lovella_Sorgi,0,Positivo,,,,,,,,,,,,,,,,
7995,Wed Feb 08 10:40:32 +0000 2017,PM apreende maconha e celular em presídio de Coronel Fabriciano  https://t.co/cIb9SUZJ2p,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7996,Wed Feb 08 10:45:55 +0000 2017,PM apreende maconha e celular em presídio de Coronel Fabriciano  https://t.co/cIb9SUZJ2p,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7997,Wed Feb 08 10:43:32 +0000 2017,PM apreende maconha e celular em presídio de Coronel Fabriciano  https://t.co/fLbMDLC56y,,,,Michele #beta #sdv,michelexmbeta,0,Positivo,,,,,,,,,,,,,,,,
7998,Wed Feb 08 10:26:16 +0000 2017,PM apreende maconha e celular em presídio de Coronel Fabriciano https://t.co/EaSqC2uNfQ,,,,G1 Vales de Minas,g1valesdeMinas,0,Positivo,,,,,,,,,,,,,,,,
7999,Wed Feb 08 10:44:20 +0000 2017,PM apreende maconha e celular em presídio de Coronel Fabriciano https://t.co/GYTgx6oolL,,,Guarulhos - SP,Leonardo Nascimento,leonardogru,0,Positivo,,,,,,,,,,,,,,,,
8000,Fri Feb 10 08:06:06 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/DhCWmB16QM",,,New York City,George Krohn,George_Krohn,0,Positivo,,,,,,,,,,,,,,,,
8001,Fri Feb 10 23:12:00 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/DW38zLNCQm https://t.co/9RhkQ5rDMj",,,Worldwide,Kunt Videos,DealExtreme10,0,Positivo,,,,,,,,,,,,,,,,
8002,Wed Feb 08 11:01:27 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/EmX4cHeKve https://t.co/RGKs5JN9px",,,"Minas Gerais, Brasil",Portal Minas,portalminasMG,0,Positivo,,,,,,,,,,,,,,,,
8003,Mon Feb 13 09:17:12 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/inDNH8XXOw https://t.co/hfpNLKSpEQ",,,New York City,Mazie Ebinger,Mazie_Ebinger,0,Positivo,,,,,,,,,,,,,,,,
8004,Wed Feb 08 11:00:37 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/MJhV0ob4lZ https://t.co/dbH6uOcMYr",,,Wordwide,Temudi Videos,lovepornsites,0,Positivo,,,,,,,,,,,,,,,,
8005,Fri Feb 10 22:01:24 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/U8WhwlTfM0 https://t.co/rg2mZNKCmg",,,United States,Kira Zavodny,Kira_Zavodny,0,Positivo,,,,,,,,,,,,,,,,
8006,Sat Feb 11 12:57:32 +0000 2017,"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/WK9bJkHP5Z https://t.co/niscrVtiK4",,,Woldwide,USA Videos,USA_OPP,0,Positivo,,,,,,,,,,,,,,,,
8007,Sun Feb 12 21:22:15 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/ePDKTuEevw https://t.co/g2zh6IEcfV",,,"Hollywood, CA",Karyl Mckines,Karyl_Mckines,0,Positivo,,,,,,,,,,,,,,,,
8008,Sun Feb 12 05:13:12 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/F9P4g8l5Wb https://t.co/NYPwAGz0YY",,,"Seattle, WA",Ressie Gusky,Ressie_Gusky,0,Positivo,,,,,,,,,,,,,,,,
8009,Wed Feb 08 21:02:53 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/jLM4T4CR0p https://t.co/uYMCLfVU98",,,Everywhere,Ginny Fredley,Ginny_Fredley,0,Positivo,,,,,,,,,,,,,,,,
8010,Tue Feb 07 20:31:31 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/JqkC64fNOb https://t.co/WgWxTBtW9K",,,On the MY WORLD TOUR!!!,Brook Talent,Brook_Talent,0,Positivo,,,,,,,,,,,,,,,,
8011,Fri Feb 10 20:28:02 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/lTVo8KyBMa https://t.co/kUxWm60Qpb",,,"San Diego, CA",Petrina Forshey,Petrina_Forshey,0,Positivo,,,,,,,,,,,,,,,,
8012,Wed Feb 08 14:48:13 +0000 2017,"PM detém grupo em atitude suspeita e impede sequestro em Pequeri, MG https://t.co/lTVo8KyBMa https://t.co/R6fCcHT7aF",,,"San Diego, CA",Petrina Forshey,Petrina_Forshey,0,Positivo,,,,,,,,,,,,,,,,
8013,Wed Feb 08 10:48:35 +0000 2017,PM faz apreensão em série de drogas em três bairros de Contagem - Gerais - Estado de Minas https://t.co/BrpLhMyeKU,,,"Sorocaba, Brasil",anjosdoresgate,kassio_z,0,Positivo,,,,,,,,,,,,,,,,
8014,Wed Feb 08 11:11:25 +0000 2017,PM mata criminoso após roubo e testemunha filma tiroteio em Presidente Olegário https://t.co/HNazHolFbC https://t.co/hYJKFe5HK2,,,São Joquim de Bicas,Henrique,junior_code,0,Positivo,,,,,,,,,,,,,,,,
8015,Fri Feb 10 21:43:26 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/1HtP6dfPo6 https://t.co/Eul1L7kQ7g",,,United States,Kira Zavodny,Kira_Zavodny,0,Positivo,,,,,,,,,,,,,,,,
8016,Tue Feb 07 19:12:16 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/dNWvBmloRY https://t.co/5TUhMxjFJL",,,"San Diego, CA",Petrina Forshey,Petrina_Forshey,0,Positivo,,,,,,,,,,,,,,,,
8017,Tue Feb 07 15:47:58 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/euuFL82SBd https://t.co/mcnWoavHiR",,,"Hollywood, CA",Karyl Mckines,Karyl_Mckines,0,Positivo,,,,,,,,,,,,,,,,
8018,Sat Feb 11 13:53:31 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/gnCzo4ckUq https://t.co/pYyg4kdRjg",,,WorldWide,Hartburn Videos,totalpornsites,0,Positivo,,,,,,,,,,,,,,,,
8019,Wed Feb 08 03:25:05 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/nv8LgZbmEw https://t.co/VgpvNW5Huc",,,Weeknights,Melba Tyrie,Melba_Tyrie,0,Positivo,,,,,,,,,,,,,,,,
8020,Wed Feb 08 15:06:21 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/PhTOQtEawh https://t.co/yEBQp6Hz4x",,,Weeknights,Lise Trefry,Lise_Trefry,0,Positivo,,,,,,,,,,,,,,,,
8021,Mon Feb 13 05:11:58 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/PPQJA5aj57 https://t.co/R6quJzO6GN",,,"San Diego, CA",Madge Losa,Madge_Losa,0,Positivo,,,,,,,,,,,,,,,,
8022,Fri Feb 10 12:47:03 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/RC558qg0DI https://t.co/4zEsZyJmd9",,,Everywhere,Ginny Fredley,Ginny_Fredley,0,Positivo,,,,,,,,,,,,,,,,
8023,Sat Feb 11 02:25:12 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/v5xCrs5wJM https://t.co/DeHUcwNMGx",,,"Hollywood, CA",Alesia Ostberg,Alesia_Ostberg,0,Positivo,,,,,,,,,,,,,,,,
8024,Wed Feb 08 18:47:15 +0000 2017,"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/XCNid3gxuD https://t.co/tY7l23Vrgx",,,WorldWide,The Runyt Movies,AZpornsites,0,Positivo,,,,,,,,,,,,,,,,
8025,Sun Feb 12 23:26:13 +0000 2017,"Polícia apreende drogas e prende traficante em Santana do Paraíso, MG https://t.co/hSjtMlO3V3 https://t.co/NJQ1B3iFrN",,,"Minas Gerais, Brasil",Portal Minas,portalminasMG,0,Positivo,,,,,,,,,,,,,,,,
8026,Sat Feb 11 10:47:16 +0000 2017,Polícia apreende drogas em Montes Claros e um homem é preso https://t.co/0hQKWrUSTH https://t.co/An6gBRLaln,,,,Adenia Alves Lino,adeniaadvlino,0,Positivo,,,,,,,,,,,,,,,,
