"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N7708E",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7709A",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N770SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N770SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N770UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N7710A",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7711N",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7713A",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7714B",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7715E",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7718B",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N771SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N771SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N7720F",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7721E",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7722B",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7724A",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77258",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N77261",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N7726A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7728D",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77295",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N77296",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N772SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N772SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N7730A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7732A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7733B",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7734H",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7735A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7736A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7737E",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7738A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7739A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N773SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N773SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N7740A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7741C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7742B",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77430",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N77431",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N7743B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7744A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7745A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7746C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7747C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7748A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N7749B",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N774SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N774SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N7750A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77510",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N77518",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N7751A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77520",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N77525",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N7752B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"N77530",2011,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N775JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N775SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N776SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N776WN",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N777QC",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N77871",2003,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"N778AS",1994,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N778SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N778SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N779AS",1994,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N779JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N779SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N779SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N78017",2002,"Fixed wing multi engine","BOEING","777-224",2,400,NA,"Turbo-fan"
"N780SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N780SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N7811F",2001,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7812G",NA,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"N7813P",2001,"Fixed wing multi engine","BOEING","737-7K9",2,149,NA,"Turbo-fan"
"N7814B",2001,"Fixed wing multi engine","BOEING","737-7K9",2,149,NA,"Turbo-fan"
"N7815L",2003,"Fixed wing multi engine","BOEING","737-76Q",2,149,NA,"Turbo-fan"
"N781WN",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N78285",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N782SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N782SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N783SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N783SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N78438",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N78448",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N784JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N784SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N784SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N78501",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N78506",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N78509",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N78511",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N78524",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N785SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N785SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N786AS",1990,"Fixed wing multi engine","BOEING","737-4S3",2,149,NA,"Turbo-fan"
"N786SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N786SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N787SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N787SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N788AS",1997,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N788SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N788SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N789JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N789SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N789SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N790SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N790SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N791AS",1997,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N791SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N791SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N79279",2003,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N792AS",1997,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N792SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N792SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N793AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N793JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N793SA",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N793SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N79402",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N794AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N794JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N794SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N794SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N79521",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N795AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N795SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N795SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N796AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N796JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N796SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N796SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N797AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N797MX",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N797SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N798SW",1998,"Fixed wing multi engine","BOEING","737-7AD",2,128,NA,"Turbo-jet"
"N799AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-jet"
"N799SW",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,NA,"Turbo-fan"
"N800SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N801AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N801DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N801UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N802AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N802DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N802SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N802UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N803AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N803DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N803NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N803SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N803UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N804AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N804DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N804JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N804NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N804SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N804UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N805AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N805DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N805JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N805NW",2003,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N805SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N805UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N806AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N806DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N806JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N806SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N806UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N807AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N807DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N807JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N807NW",2004,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N807SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N807UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N808AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N808DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N808UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N809AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N809DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N809JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N809SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N809UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N810AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N810DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N810NW",2005,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N810SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N810UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N811DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N811UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N812AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N812DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N812NW",2006,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N812SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N812UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N813AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N813DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N813NW",NA,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N813SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N813UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N81449",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N814AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N814DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N814NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N814SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N814UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N815AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N815DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N815SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N815UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N816AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N816DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N816NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N816SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N816UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N817AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N817DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N817NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N817SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N817UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N818AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N818DA",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N818NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N818UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N819AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N819DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N819NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N819UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N820AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N820DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N820NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N820SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N820UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N821AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N821DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N821JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N821NW",2007,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"N821SK",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N821UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N822AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N822DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N822SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N822UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N823AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N823DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N823SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N823UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N824AS",1997,"Fixed wing multi engine","CANADAIR","CL-600-2B19",2,55,NA,"Turbo-fan"
"N824AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N824DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N824SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N824UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N825AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N825DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N825SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N825UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N826AW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N826DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N826MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N826UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N827AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N827DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N827JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N827UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N828AW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N828DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
